year,JDT,DOY,Time,litu.HW
2003,4750.4,2,10,3.18
2003,4750.42,2,10.5,3.18
2003,4750.44,2,11,3.18
2003,4750.46,2,11.5,3.18
2003,4750.48,2,12,3.18
2003,4750.5,2,12.5,3.18
2003,4750.52,2,13,3.18
2003,4750.54,2,13.5,3.18
2003,4750.56,2,14,3.18
2003,4750.58,2,14.5,3.18
2003,4750.6,2,15,3.18
2003,4750.63,2,15.5,3.18
2003,4750.65,2,16,3.18
2003,4750.67,2,16.5,3.18
2003,4750.69,2,17,3.18
2003,4750.71,2,17.5,3.18
2003,4750.73,2,18,3.18
2003,4750.75,2,18.5,3.18
2003,4750.77,2,19,3.18
2003,4750.79,2,19.5,3.18
2003,4750.81,2,20,3.18
2003,4750.83,2,20.5,3.18
2003,4750.85,2,21,3.18
2003,4750.88,2,21.5,3.18
2003,4750.9,2,22,3.18
2003,4750.92,2,22.5,3.18
2003,4750.94,2,23,3.18
2003,4750.96,2,23.5,3.18
2003,4750.98,2,24,3.18
2003,4751,3,0.5,3.18
2003,4751.02,3,1,3.18
2003,4751.04,3,1.5,3.18
2003,4751.06,3,2,3.18
2003,4751.08,3,2.5,3.18
2003,4751.1,3,3,3.18
2003,4751.13,3,3.5,3.18
2003,4751.15,3,4,3.18
2003,4751.17,3,4.5,3.18
2003,4751.19,3,5,3.18
2003,4751.21,3,5.5,3.18
2003,4751.23,3,6,3.18
2003,4751.25,3,6.5,3.18
2003,4751.27,3,7,3.18
2003,4751.29,3,7.5,3.18
2003,4751.31,3,8,3.18
2003,4751.33,3,8.5,3.18
2003,4751.35,3,9,3.18
2003,4751.38,3,9.5,3.18
2003,4751.4,3,10,3.18
2003,4751.42,3,10.5,3.18
2003,4751.44,3,11,3.18
2003,4751.46,3,11.5,3.18
2003,4751.48,3,12,3.18
2003,4751.5,3,12.5,3.18
2003,4751.52,3,13,3.18
2003,4751.54,3,13.5,3.18
2003,4751.56,3,14,3.18
2003,4751.58,3,14.5,3.18
2003,4751.6,3,15,3.18
2003,4751.63,3,15.5,3.18
2003,4751.65,3,16,3.18
2003,4751.67,3,16.5,3.18
2003,4751.69,3,17,3.18
2003,4751.71,3,17.5,3.18
2003,4751.73,3,18,3.18
2003,4751.75,3,18.5,3.18
2003,4751.77,3,19,3.18
2003,4751.79,3,19.5,3.18
2003,4751.81,3,20,3.18
2003,4751.83,3,20.5,3.18
2003,4751.85,3,21,3.18
2003,4751.88,3,21.5,3.18
2003,4751.9,3,22,3.18
2003,4751.92,3,22.5,3.18
2003,4751.94,3,23,3.18
2003,4751.96,3,23.5,3.18
2003,4751.98,3,24,3.18
2003,4752,4,0.5,3.18
2003,4752.02,4,1,3.18
2003,4752.04,4,1.5,3.18
2003,4752.06,4,2,3.18
2003,4752.08,4,2.5,3.18
2003,4752.1,4,3,3.18
2003,4752.13,4,3.5,3.18
2003,4752.15,4,4,3.18
2003,4752.17,4,4.5,3.18
2003,4752.19,4,5,3.18
2003,4752.21,4,5.5,3.18
2003,4752.23,4,6,3.18
2003,4752.25,4,6.5,3.18
2003,4752.27,4,7,3.18
2003,4752.29,4,7.5,3.18
2003,4752.31,4,8,3.18
2003,4752.33,4,8.5,3.18
2003,4752.35,4,9,3.18
2003,4752.38,4,9.5,3.18
2003,4752.4,4,10,3.18
2003,4752.42,4,10.5,3.18
2003,4752.44,4,11,3.18
2003,4752.46,4,11.5,3.18
2003,4752.48,4,12,3.18
2003,4752.5,4,12.5,3.18
2003,4752.52,4,13,3.18
2003,4752.54,4,13.5,3.18
2003,4752.56,4,14,3.18
2003,4752.58,4,14.5,3.18
2003,4752.6,4,15,3.18
2003,4752.63,4,15.5,3.18
2003,4752.65,4,16,3.18
2003,4752.67,4,16.5,3.18
2003,4752.69,4,17,3.18
2003,4752.71,4,17.5,3.18
2003,4752.73,4,18,3.18
2003,4752.75,4,18.5,3.18
2003,4752.77,4,19,3.18
2003,4752.79,4,19.5,3.18
2003,4752.81,4,20,3.18
2003,4752.83,4,20.5,3.18
2003,4752.85,4,21,3.18
2003,4752.88,4,21.5,3.18
2003,4752.9,4,22,3.18
2003,4752.92,4,22.5,3.18
2003,4752.94,4,23,3.18
2003,4752.96,4,23.5,3.18
2003,4752.98,4,24,3.18
2003,4753,5,0.5,3.18
2003,4753.02,5,1,3.18
2003,4753.04,5,1.5,3.18
2003,4753.06,5,2,3.18
2003,4753.08,5,2.5,3.18
2003,4753.1,5,3,3.18
2003,4753.13,5,3.5,3.18
2003,4753.15,5,4,3.18
2003,4753.17,5,4.5,3.18
2003,4753.19,5,5,3.18
2003,4753.21,5,5.5,3.18
2003,4753.23,5,6,3.18
2003,4753.25,5,6.5,3.18
2003,4753.27,5,7,3.18
2003,4753.29,5,7.5,3.18
2003,4753.31,5,8,3.18
2003,4753.33,5,8.5,3.18
2003,4753.35,5,9,3.18
2003,4753.38,5,9.5,3.18
2003,4753.4,5,10,3.18
2003,4753.42,5,10.5,3.18
2003,4753.44,5,11,3.18
2003,4753.46,5,11.5,3.18
2003,4753.48,5,12,3.18
2003,4753.5,5,12.5,3.18
2003,4753.52,5,13,3.18
2003,4753.54,5,13.5,3.18
2003,4753.56,5,14,3.18
2003,4753.58,5,14.5,3.18
2003,4753.6,5,15,3.18
2003,4753.63,5,15.5,3.18
2003,4753.65,5,16,3.18
2003,4753.67,5,16.5,3.18
2003,4753.69,5,17,3.18
2003,4753.71,5,17.5,3.18
2003,4753.73,5,18,3.18
2003,4753.75,5,18.5,3.18
2003,4753.77,5,19,3.18
2003,4753.79,5,19.5,3.18
2003,4753.81,5,20,3.18
2003,4753.83,5,20.5,3.18
2003,4753.85,5,21,3.18
2003,4753.88,5,21.5,3.18
2003,4753.9,5,22,3.18
2003,4753.92,5,22.5,3.18
2003,4753.94,5,23,3.18
2003,4753.96,5,23.5,3.18
2003,4753.98,5,24,3.18
2003,4754,6,0.5,3.18
2003,4754.02,6,1,3.18
2003,4754.04,6,1.5,3.18
2003,4754.06,6,2,3.18
2003,4754.08,6,2.5,3.18
2003,4754.1,6,3,3.18
2003,4754.13,6,3.5,3.18
2003,4754.15,6,4,3.18
2003,4754.17,6,4.5,3.18
2003,4754.19,6,5,3.18
2003,4754.21,6,5.5,3.18
2003,4754.23,6,6,3.18
2003,4754.25,6,6.5,3.18
2003,4754.27,6,7,3.18
2003,4754.29,6,7.5,3.18
2003,4754.31,6,8,3.18
2003,4754.33,6,8.5,3.18
2003,4754.35,6,9,3.18
2003,4754.38,6,9.5,3.18
2003,4754.4,6,10,3.18
2003,4754.42,6,10.5,3.18
2003,4754.44,6,11,3.18
2003,4754.46,6,11.5,3.18
2003,4754.48,6,12,3.18
2003,4754.5,6,12.5,3.18
2003,4754.52,6,13,3.18
2003,4754.54,6,13.5,3.18
2003,4754.56,6,14,3.18
2003,4754.58,6,14.5,3.18
2003,4754.6,6,15,3.18
2003,4754.63,6,15.5,3.18
2003,4754.65,6,16,3.18
2003,4754.67,6,16.5,3.18
2003,4754.69,6,17,3.18
2003,4754.71,6,17.5,3.18
2003,4754.73,6,18,3.18
2003,4754.75,6,18.5,3.18
2003,4754.77,6,19,3.18
2003,4754.79,6,19.5,3.18
2003,4754.81,6,20,3.18
2003,4754.83,6,20.5,3.18
2003,4754.85,6,21,3.18
2003,4754.88,6,21.5,3.18
2003,4754.9,6,22,3.18
2003,4754.92,6,22.5,3.18
2003,4754.94,6,23,3.18
2003,4754.96,6,23.5,3.18
2003,4754.98,6,24,3.18
2003,4755,7,0.5,3.18
2003,4755.02,7,1,3.18
2003,4755.04,7,1.5,3.18
2003,4755.06,7,2,3.18
2003,4755.08,7,2.5,3.18
2003,4755.1,7,3,3.18
2003,4755.13,7,3.5,3.18
2003,4755.15,7,4,3.18
2003,4755.17,7,4.5,3.18
2003,4755.19,7,5,3.18
2003,4755.21,7,5.5,3.18
2003,4755.23,7,6,3.18
2003,4755.25,7,6.5,3.18
2003,4755.27,7,7,3.18
2003,4755.29,7,7.5,3.18
2003,4755.31,7,8,3.18
2003,4755.33,7,8.5,3.18
2003,4755.35,7,9,3.18
2003,4755.38,7,9.5,3.18
2003,4755.4,7,10,3.18
2003,4755.42,7,10.5,3.18
2003,4755.44,7,11,3.18
2003,4755.46,7,11.5,3.18
2003,4755.48,7,12,3.18
2003,4755.5,7,12.5,3.18
2003,4755.52,7,13,3.18
2003,4755.54,7,13.5,3.18
2003,4755.56,7,14,3.18
2003,4755.58,7,14.5,3.18
2003,4755.6,7,15,3.18
2003,4755.63,7,15.5,3.18
2003,4755.65,7,16,3.18
2003,4755.67,7,16.5,3.18
2003,4755.69,7,17,3.18
2003,4755.71,7,17.5,3.18
2003,4755.73,7,18,3.18
2003,4755.75,7,18.5,3.18
2003,4755.77,7,19,3.18
2003,4755.79,7,19.5,3.18
2003,4755.81,7,20,3.18
2003,4755.83,7,20.5,3.18
2003,4755.85,7,21,3.18
2003,4755.88,7,21.5,3.18
2003,4755.9,7,22,3.18
2003,4755.92,7,22.5,3.18
2003,4755.94,7,23,3.18
2003,4755.96,7,23.5,3.18
2003,4755.98,7,24,3.18
2003,4756,8,0.5,3.18
2003,4756.02,8,1,3.18
2003,4756.04,8,1.5,3.18
2003,4756.06,8,2,3.18
2003,4756.08,8,2.5,3.18
2003,4756.1,8,3,3.18
2003,4756.13,8,3.5,3.18
2003,4756.15,8,4,3.18
2003,4756.17,8,4.5,3.18
2003,4756.19,8,5,3.18
2003,4756.21,8,5.5,3.18
2003,4756.23,8,6,3.18
2003,4756.25,8,6.5,3.18
2003,4756.27,8,7,3.18
2003,4756.29,8,7.5,3.18
2003,4756.31,8,8,3.18
2003,4756.33,8,8.5,3.18
2003,4756.35,8,9,3.18
2003,4756.38,8,9.5,3.18
2003,4756.4,8,10,3.18
2003,4756.42,8,10.5,3.18
2003,4756.44,8,11,3.18
2003,4756.46,8,11.5,3.18
2003,4756.48,8,12,3.18
2003,4756.5,8,12.5,3.18
2003,4756.52,8,13,3.18
2003,4756.54,8,13.5,3.18
2003,4756.56,8,14,3.18
2003,4756.58,8,14.5,3.18
2003,4756.6,8,15,3.18
2003,4756.63,8,15.5,3.18
2003,4756.65,8,16,3.18
2003,4756.67,8,16.5,3.18
2003,4756.69,8,17,3.18
2003,4756.71,8,17.5,3.18
2003,4756.73,8,18,3.18
2003,4756.75,8,18.5,3.18
2003,4756.77,8,19,3.18
2003,4756.79,8,19.5,3.18
2003,4756.81,8,20,3.18
2003,4756.83,8,20.5,3.18
2003,4756.85,8,21,3.18
2003,4756.88,8,21.5,3.18
2003,4756.9,8,22,3.18
2003,4756.92,8,22.5,3.18
2003,4756.94,8,23,3.18
2003,4756.96,8,23.5,3.18
2003,4756.98,8,24,3.18
2003,4757,9,0.5,3.18
2003,4757.02,9,1,3.18
2003,4757.04,9,1.5,3.18
2003,4757.06,9,2,3.18
2003,4757.08,9,2.5,3.18
2003,4757.1,9,3,3.18
2003,4757.13,9,3.5,3.18
2003,4757.15,9,4,3.18
2003,4757.17,9,4.5,3.18
2003,4757.19,9,5,3.18
2003,4757.21,9,5.5,3.18
2003,4757.23,9,6,3.18
2003,4757.25,9,6.5,3.18
2003,4757.27,9,7,3.18
2003,4757.29,9,7.5,3.18
2003,4757.31,9,8,3.18
2003,4757.33,9,8.5,3.18
2003,4757.35,9,9,3.18
2003,4757.38,9,9.5,3.18
2003,4757.4,9,10,3.18
2003,4757.42,9,10.5,3.18
2003,4757.44,9,11,3.18
2003,4757.46,9,11.5,3.18
2003,4757.48,9,12,3.18
2003,4757.5,9,12.5,3.18
2003,4757.52,9,13,3.18
2003,4757.54,9,13.5,3.18
2003,4757.56,9,14,3.18
2003,4757.58,9,14.5,3.18
2003,4757.6,9,15,3.18
2003,4757.63,9,15.5,3.18
2003,4757.65,9,16,3.18
2003,4757.67,9,16.5,3.18
2003,4757.69,9,17,3.18
2003,4757.71,9,17.5,3.18
2003,4757.73,9,18,3.18
2003,4757.75,9,18.5,3.18
2003,4757.77,9,19,3.18
2003,4757.79,9,19.5,3.18
2003,4757.81,9,20,3.18
2003,4757.83,9,20.5,3.18
2003,4757.85,9,21,3.18
2003,4757.88,9,21.5,3.18
2003,4757.9,9,22,3.18
2003,4757.92,9,22.5,3.18
2003,4757.94,9,23,3.18
2003,4757.96,9,23.5,3.18
2003,4757.98,9,24,3.18
2003,4758,10,0.5,3.18
2003,4758.02,10,1,3.18
2003,4758.04,10,1.5,3.18
2003,4758.06,10,2,3.18
2003,4758.08,10,2.5,3.18
2003,4758.1,10,3,3.18
2003,4758.13,10,3.5,3.18
2003,4758.15,10,4,3.18
2003,4758.17,10,4.5,3.18
2003,4758.19,10,5,3.18
2003,4758.21,10,5.5,3.18
2003,4758.23,10,6,3.18
2003,4758.25,10,6.5,3.18
2003,4758.27,10,7,3.18
2003,4758.29,10,7.5,3.18
2003,4758.31,10,8,3.18
2003,4758.33,10,8.5,3.18
2003,4758.35,10,9,3.18
2003,4758.38,10,9.5,3.18
2003,4758.4,10,10,3.18
2003,4758.42,10,10.5,3.18
2003,4758.44,10,11,3.18
2003,4758.46,10,11.5,3.18
2003,4758.48,10,12,3.18
2003,4758.5,10,12.5,3.18
2003,4758.52,10,13,3.18
2003,4758.54,10,13.5,3.18
2003,4758.56,10,14,3.18
2003,4758.58,10,14.5,3.18
2003,4758.6,10,15,3.18
2003,4758.63,10,15.5,3.18
2003,4758.65,10,16,3.18
2003,4758.67,10,16.5,3.18
2003,4758.69,10,17,3.18
2003,4758.71,10,17.5,3.18
2003,4758.73,10,18,3.18
2003,4758.75,10,18.5,3.18
2003,4758.77,10,19,3.18
2003,4758.79,10,19.5,3.18
2003,4758.81,10,20,3.18
2003,4758.83,10,20.5,3.18
2003,4758.85,10,21,3.18
2003,4758.88,10,21.5,3.18
2003,4758.9,10,22,3.18
2003,4758.92,10,22.5,3.18
2003,4758.94,10,23,3.18
2003,4758.96,10,23.5,3.18
2003,4758.98,10,24,3.18
2003,4759,11,0.5,3.18
2003,4759.02,11,1,3.18
2003,4759.04,11,1.5,3.18
2003,4759.06,11,2,3.18
2003,4759.08,11,2.5,3.18
2003,4759.1,11,3,3.18
2003,4759.13,11,3.5,3.18
2003,4759.15,11,4,3.18
2003,4759.17,11,4.5,3.18
2003,4759.19,11,5,3.18
2003,4759.21,11,5.5,3.18
2003,4759.23,11,6,3.18
2003,4759.25,11,6.5,3.18
2003,4759.27,11,7,3.18
2003,4759.29,11,7.5,3.18
2003,4759.31,11,8,3.18
2003,4759.33,11,8.5,3.18
2003,4759.35,11,9,3.18
2003,4759.38,11,9.5,3.18
2003,4759.4,11,10,3.18
2003,4759.42,11,10.5,3.18
2003,4759.44,11,11,3.18
2003,4759.46,11,11.5,3.18
2003,4759.48,11,12,3.18
2003,4759.5,11,12.5,3.18
2003,4759.52,11,13,3.18
2003,4759.54,11,13.5,3.18
2003,4759.56,11,14,3.18
2003,4759.58,11,14.5,3.18
2003,4759.6,11,15,3.18
2003,4759.63,11,15.5,3.18
2003,4759.65,11,16,3.18
2003,4759.67,11,16.5,3.18
2003,4759.69,11,17,3.18
2003,4759.71,11,17.5,3.18
2003,4759.73,11,18,3.18
2003,4759.75,11,18.5,3.18
2003,4759.77,11,19,3.18
2003,4759.79,11,19.5,3.18
2003,4759.81,11,20,3.18
2003,4759.83,11,20.5,3.18
2003,4759.85,11,21,3.18
2003,4759.88,11,21.5,3.18
2003,4759.9,11,22,3.18
2003,4759.92,11,22.5,3.18
2003,4759.94,11,23,3.18
2003,4759.96,11,23.5,3.18
2003,4759.98,11,24,3.18
2003,4760,12,0.5,3.18
2003,4760.02,12,1,3.18
2003,4760.04,12,1.5,3.18
2003,4760.06,12,2,3.18
2003,4760.08,12,2.5,3.18
2003,4760.1,12,3,3.18
2003,4760.13,12,3.5,3.18
2003,4760.15,12,4,3.18
2003,4760.17,12,4.5,3.18
2003,4760.19,12,5,3.18
2003,4760.21,12,5.5,3.18
2003,4760.23,12,6,3.18
2003,4760.25,12,6.5,3.18
2003,4760.27,12,7,3.18
2003,4760.29,12,7.5,3.18
2003,4760.31,12,8,3.18
2003,4760.33,12,8.5,3.18
2003,4760.35,12,9,3.18
2003,4760.38,12,9.5,3.18
2003,4760.4,12,10,3.18
2003,4760.42,12,10.5,3.18
2003,4760.44,12,11,3.18
2003,4760.46,12,11.5,3.18
2003,4760.48,12,12,3.18
2003,4760.5,12,12.5,3.18
2003,4760.52,12,13,3.18
2003,4760.54,12,13.5,3.18
2003,4760.56,12,14,3.18
2003,4760.58,12,14.5,3.18
2003,4760.6,12,15,3.18
2003,4760.63,12,15.5,3.18
2003,4760.65,12,16,3.18
2003,4760.67,12,16.5,3.18
2003,4760.69,12,17,3.18
2003,4760.71,12,17.5,3.18
2003,4760.73,12,18,3.18
2003,4760.75,12,18.5,3.18
2003,4760.77,12,19,3.18
2003,4760.79,12,19.5,3.18
2003,4760.81,12,20,3.18
2003,4760.83,12,20.5,3.18
2003,4760.85,12,21,3.18
2003,4760.88,12,21.5,3.18
2003,4760.9,12,22,3.18
2003,4760.92,12,22.5,3.18
2003,4760.94,12,23,3.18
2003,4760.96,12,23.5,3.18
2003,4760.98,12,24,3.18
2003,4761,13,0.5,3.18
2003,4761.02,13,1,3.18
2003,4761.04,13,1.5,3.18
2003,4761.06,13,2,3.18
2003,4761.08,13,2.5,3.18
2003,4761.1,13,3,3.18
2003,4761.13,13,3.5,3.18
2003,4761.15,13,4,3.18
2003,4761.17,13,4.5,3.18
2003,4761.19,13,5,3.18
2003,4761.21,13,5.5,3.18
2003,4761.23,13,6,3.18
2003,4761.25,13,6.5,3.18
2003,4761.27,13,7,3.18
2003,4761.29,13,7.5,3.18
2003,4761.31,13,8,3.18
2003,4761.33,13,8.5,3.18
2003,4761.35,13,9,3.18
2003,4761.38,13,9.5,3.18
2003,4761.4,13,10,3.18
2003,4761.42,13,10.5,3.18
2003,4761.44,13,11,3.18
2003,4761.46,13,11.5,3.18
2003,4761.48,13,12,3.18
2003,4761.5,13,12.5,3.18
2003,4761.52,13,13,3.18
2003,4761.54,13,13.5,3.18
2003,4761.56,13,14,3.18
2003,4761.58,13,14.5,3.18
2003,4761.6,13,15,3.18
2003,4761.63,13,15.5,3.18
2003,4761.65,13,16,3.18
2003,4761.67,13,16.5,3.18
2003,4761.69,13,17,3.18
2003,4761.71,13,17.5,3.18
2003,4761.73,13,18,3.18
2003,4761.75,13,18.5,3.18
2003,4761.77,13,19,3.18
2003,4761.79,13,19.5,3.18
2003,4761.81,13,20,3.18
2003,4761.83,13,20.5,3.18
2003,4761.85,13,21,3.18
2003,4761.88,13,21.5,3.18
2003,4761.9,13,22,3.18
2003,4761.92,13,22.5,3.18
2003,4761.94,13,23,3.18
2003,4761.96,13,23.5,3.18
2003,4761.98,13,24,3.18
2003,4762,14,0.5,3.18
2003,4762.02,14,1,3.18
2003,4762.04,14,1.5,3.18
2003,4762.06,14,2,3.18
2003,4762.08,14,2.5,3.18
2003,4762.1,14,3,3.18
2003,4762.13,14,3.5,3.18
2003,4762.15,14,4,3.18
2003,4762.17,14,4.5,3.18
2003,4762.19,14,5,3.18
2003,4762.21,14,5.5,3.18
2003,4762.23,14,6,3.18
2003,4762.25,14,6.5,3.18
2003,4762.27,14,7,3.18
2003,4762.29,14,7.5,3.18
2003,4762.31,14,8,3.18
2003,4762.33,14,8.5,3.18
2003,4762.35,14,9,3.18
2003,4762.38,14,9.5,3.18
2003,4762.4,14,10,3.18
2003,4762.42,14,10.5,3.18
2003,4762.44,14,11,3.18
2003,4762.46,14,11.5,3.18
2003,4762.48,14,12,3.18
2003,4762.5,14,12.5,3.18
2003,4762.52,14,13,3.18
2003,4762.54,14,13.5,3.18
2003,4762.56,14,14,3.18
2003,4762.58,14,14.5,3.18
2003,4762.6,14,15,3.18
2003,4762.63,14,15.5,3.18
2003,4762.65,14,16,3.18
2003,4762.67,14,16.5,3.18
2003,4762.69,14,17,3.18
2003,4762.71,14,17.5,3.18
2003,4762.73,14,18,3.18
2003,4762.75,14,18.5,3.18
2003,4762.77,14,19,3.18
2003,4762.79,14,19.5,3.18
2003,4762.81,14,20,3.18
2003,4762.83,14,20.5,3.18
2003,4762.85,14,21,3.18
2003,4762.88,14,21.5,3.18
2003,4762.9,14,22,3.18
2003,4762.92,14,22.5,3.18
2003,4762.94,14,23,3.18
2003,4762.96,14,23.5,3.18
2003,4762.98,14,24,3.18
2003,4763,15,0.5,3.18
2003,4763.02,15,1,3.18
2003,4763.04,15,1.5,3.18
2003,4763.06,15,2,3.18
2003,4763.08,15,2.5,3.18
2003,4763.1,15,3,3.18
2003,4763.13,15,3.5,3.18
2003,4763.15,15,4,3.18
2003,4763.17,15,4.5,3.18
2003,4763.19,15,5,3.18
2003,4763.21,15,5.5,3.18
2003,4763.23,15,6,3.18
2003,4763.25,15,6.5,3.18
2003,4763.27,15,7,3.18
2003,4763.29,15,7.5,3.18
2003,4763.31,15,8,3.18
2003,4763.33,15,8.5,3.18
2003,4763.35,15,9,3.18
2003,4763.38,15,9.5,3.18
2003,4763.4,15,10,3.18
2003,4763.42,15,10.5,3.18
2003,4763.44,15,11,3.18
2003,4763.46,15,11.5,3.18
2003,4763.48,15,12,3.18
2003,4763.5,15,12.5,3.18
2003,4763.52,15,13,3.18
2003,4763.54,15,13.5,3.18
2003,4763.56,15,14,3.18
2003,4763.58,15,14.5,3.18
2003,4763.6,15,15,3.18
2003,4763.63,15,15.5,3.18
2003,4763.65,15,16,3.18
2003,4763.67,15,16.5,3.18
2003,4763.69,15,17,3.18
2003,4763.71,15,17.5,3.18
2003,4763.73,15,18,3.18
2003,4763.75,15,18.5,3.18
2003,4763.77,15,19,3.18
2003,4763.79,15,19.5,3.18
2003,4763.81,15,20,3.18
2003,4763.83,15,20.5,3.18
2003,4763.85,15,21,3.18
2003,4763.88,15,21.5,3.18
2003,4763.9,15,22,3.18
2003,4763.92,15,22.5,3.18
2003,4763.94,15,23,3.18
2003,4763.96,15,23.5,3.18
2003,4763.98,15,24,3.18
2003,4764,16,0.5,3.18
2003,4764.02,16,1,3.18
2003,4764.04,16,1.5,3.18
2003,4764.06,16,2,3.18
2003,4764.08,16,2.5,3.18
2003,4764.1,16,3,3.18
2003,4764.13,16,3.5,3.18
2003,4764.15,16,4,3.18
2003,4764.17,16,4.5,3.18
2003,4764.19,16,5,3.18
2003,4764.21,16,5.5,3.18
2003,4764.23,16,6,3.18
2003,4764.25,16,6.5,3.18
2003,4764.27,16,7,3.18
2003,4764.29,16,7.5,3.18
2003,4764.31,16,8,3.18
2003,4764.33,16,8.5,3.18
2003,4764.35,16,9,3.18
2003,4764.38,16,9.5,3.18
2003,4764.4,16,10,3.18
2003,4764.42,16,10.5,3.18
2003,4764.44,16,11,3.18
2003,4764.46,16,11.5,3.18
2003,4764.48,16,12,3.18
2003,4764.5,16,12.5,3.18
2003,4764.52,16,13,3.18
2003,4764.54,16,13.5,3.18
2003,4764.56,16,14,3.18
2003,4764.58,16,14.5,3.18
2003,4764.6,16,15,3.18
2003,4764.63,16,15.5,3.18
2003,4764.65,16,16,3.18
2003,4764.67,16,16.5,3.18
2003,4764.69,16,17,3.18
2003,4764.71,16,17.5,3.18
2003,4764.73,16,18,3.18
2003,4764.75,16,18.5,3.18
2003,4764.77,16,19,3.18
2003,4764.79,16,19.5,3.18
2003,4764.81,16,20,3.18
2003,4764.83,16,20.5,3.18
2003,4764.85,16,21,3.18
2003,4764.88,16,21.5,3.18
2003,4764.9,16,22,3.18
2003,4764.92,16,22.5,3.18
2003,4764.94,16,23,3.18
2003,4764.96,16,23.5,3.18
2003,4764.98,16,24,3.18
2003,4765,17,0.5,3.18
2003,4765.02,17,1,3.18
2003,4765.04,17,1.5,3.18
2003,4765.06,17,2,3.18
2003,4765.08,17,2.5,3.18
2003,4765.1,17,3,3.18
2003,4765.13,17,3.5,3.18
2003,4765.15,17,4,3.18
2003,4765.17,17,4.5,3.18
2003,4765.19,17,5,3.18
2003,4765.21,17,5.5,3.18
2003,4765.23,17,6,3.18
2003,4765.25,17,6.5,3.18
2003,4765.27,17,7,3.18
2003,4765.29,17,7.5,3.18
2003,4765.31,17,8,3.18
2003,4765.33,17,8.5,3.18
2003,4765.35,17,9,3.18
2003,4765.38,17,9.5,3.18
2003,4765.4,17,10,3.18
2003,4765.42,17,10.5,3.18
2003,4765.44,17,11,3.18
2003,4765.46,17,11.5,3.18
2003,4765.48,17,12,3.18
2003,4765.5,17,12.5,3.18
2003,4765.52,17,13,3.18
2003,4765.54,17,13.5,3.18
2003,4765.56,17,14,3.18
2003,4765.58,17,14.5,3.18
2003,4765.6,17,15,3.18
2003,4765.63,17,15.5,3.18
2003,4765.65,17,16,3.18
2003,4765.67,17,16.5,3.18
2003,4765.69,17,17,3.18
2003,4765.71,17,17.5,3.18
2003,4765.73,17,18,3.18
2003,4765.75,17,18.5,3.18
2003,4765.77,17,19,3.18
2003,4765.79,17,19.5,3.18
2003,4765.81,17,20,3.18
2003,4765.83,17,20.5,3.18
2003,4765.85,17,21,3.18
2003,4765.88,17,21.5,3.18
2003,4765.9,17,22,3.18
2003,4765.92,17,22.5,3.18
2003,4765.94,17,23,3.18
2003,4765.96,17,23.5,3.18
2003,4765.98,17,24,3.18
2003,4766,18,0.5,3.18
2003,4766.02,18,1,3.18
2003,4766.04,18,1.5,3.18
2003,4766.06,18,2,3.18
2003,4766.08,18,2.5,3.18
2003,4766.1,18,3,3.18
2003,4766.13,18,3.5,3.18
2003,4766.15,18,4,3.18
2003,4766.17,18,4.5,3.18
2003,4766.19,18,5,3.18
2003,4766.21,18,5.5,3.18
