year,JDT,DOY,Time,VPD.HW
2003,4752.63,4,15.5,0.56385976
2003,4752.65,4,16,0.54810315
2003,4752.67,4,16.5,0.54583389
2003,4752.69,4,17,0.52367401
2003,4752.71,4,17.5,0.46100965
2003,4752.73,4,18,0.35351107
2003,4752.75,4,18.5,0.25061062
2003,4752.77,4,19,0.19371314
2003,4752.79,4,19.5,0.17160197
2003,4752.81,4,20,0.16378972
2003,4752.83,4,20.5,0.13909455
2003,4752.85,4,21,0.09065222
2003,4752.88,4,21.5,0.073317751
2003,4752.9,4,22,0.074893326
2003,4752.92,4,22.5,0.064257719
2003,4752.94,4,23,0.062927119
2003,4752.96,4,23.5,0.061932515
2003,4752.98,4,24,0.073181354
2003,4753,5,0.5,0.069871761
2003,4753.02,5,1,0.073026568
2003,4753.04,5,1.5,0.071268156
2003,4753.06,5,2,0.07412149
2003,4753.08,5,2.5,0.07231459
2003,4753.1,5,3,0.086409107
2003,4753.13,5,3.5,0.075793684
2003,4753.15,5,4,0.075436197
2003,4753.17,5,4.5,0.078320287
2003,4753.19,5,5,0.074535362
2003,4753.21,5,5.5,0.065176852
2003,4753.23,5,6,0.058129035
2003,4753.25,5,6.5,0.066825122
2003,4753.27,5,7,0.052766558
2003,4753.29,5,7.5,0.058648609
2003,4753.31,5,8,0.063507572
2003,4753.33,5,8.5,0.078887798
2003,4753.35,5,9,0.10601663
2003,4753.38,5,9.5,0.12981077
2003,4753.4,5,10,0.16833076
2003,4753.42,5,10.5,0.19964173
2003,4753.44,5,11,0.27020967
2003,4753.46,5,11.5,0.32359394
2003,4753.48,5,12,0.35372216
2003,4753.5,5,12.5,0.38071832
2003,4753.52,5,13,0.50038922
2003,4753.54,5,13.5,0.604213
2003,4753.56,5,14,0.65549451
2003,4753.58,5,14.5,0.65840673
2003,4753.6,5,15,0.78656834
2003,4753.63,5,15.5,0.82778722
2003,4753.65,5,16,0.83882391
2003,4753.67,5,16.5,0.81171942
2003,4753.69,5,17,0.7576192
2003,4753.71,5,17.5,0.60441536
2003,4753.73,5,18,0.42165396
2003,4753.75,5,18.5,0.38328475
2003,4753.77,5,19,0.40952346
2003,4753.79,5,19.5,0.39454493
2003,4753.81,5,20,0.35432795
2003,4753.83,5,20.5,0.28965575
2003,4753.85,5,21,0.24415003
2003,4753.88,5,21.5,0.2077857
2003,4753.9,5,22,0.15120734
2003,4753.92,5,22.5,0.12461738
2003,4753.94,5,23,0.10958148
2003,4753.96,5,23.5,0.098855108
2003,4753.98,5,24,0.092006087
2003,4754,6,0.5,0.13386256
2003,4754.02,6,1,0.16123413
2003,4754.04,6,1.5,0.17155945
2003,4754.06,6,2,0.16153152
2003,4754.08,6,2.5,0.133752
2003,4754.1,6,3,0.13816829
2003,4754.13,6,3.5,0.16277085
2003,4754.15,6,4,0.149694
2003,4754.17,6,4.5,0.1584385
2003,4754.19,6,5,0.15896019
2003,4754.21,6,5.5,0.15459298
2003,4754.23,6,6,0.14459114
2003,4754.25,6,6.5,0.12690476
2003,4754.27,6,7,0.10985849
2003,4754.29,6,7.5,0.10403681
2003,4754.31,6,8,0.17427687
2003,4754.33,6,8.5,0.20811841
2003,4754.35,6,9,0.25537109
2003,4754.38,6,9.5,0.31682837
2003,4754.4,6,10,0.41725355
2003,4754.42,6,10.5,0.51801592
2003,4754.44,6,11,0.58068264
2003,4754.46,6,11.5,0.5941332
2003,4754.48,6,12,0.55941963
2003,4754.5,6,12.5,0.520863
2003,4754.52,6,13,0.52929425
2003,4754.54,6,13.5,0.5790875
2003,4754.56,6,14,0.59509331
2003,4754.58,6,14.5,0.56162226
2003,4754.6,6,15,0.53501213
2003,4754.63,6,15.5,0.54735279
2003,4754.65,6,16,0.56513971
2003,4754.67,6,16.5,0.57800537
2003,4754.69,6,17,0.57148045
2003,4754.71,6,17.5,0.56827205
2003,4754.73,6,18,0.55570918
2003,4754.75,6,18.5,0.49888572
2003,4754.77,6,19,0.3168557
2003,4754.79,6,19.5,0.25578475
2003,4754.81,6,20,0.35315591
2003,4754.83,6,20.5,0.35919416
2003,4754.85,6,21,0.36462501
2003,4754.88,6,21.5,0.38856918
2003,4754.9,6,22,0.36542749
2003,4754.92,6,22.5,0.36006528
2003,4754.94,6,23,0.36530396
2003,4754.96,6,23.5,0.34388357
2003,4754.98,6,24,0.35944778
2003,4755,7,0.5,0.36897433
2003,4755.02,7,1,0.3717151
2003,4755.04,7,1.5,0.36482835
2003,4755.06,7,2,0.36517331
2003,4755.08,7,2.5,0.35402155
2003,4755.1,7,3,0.34415305
2003,4755.13,7,3.5,0.33601838
2003,4755.15,7,4,0.33093575
2003,4755.17,7,4.5,0.31704578
2003,4755.19,7,5,0.30851105
2003,4755.21,7,5.5,0.30448219
2003,4755.23,7,6,0.29187769
2003,4755.25,7,6.5,0.28016889
2003,4755.27,7,7,0.2672624
2003,4755.29,7,7.5,0.26353034
2003,4755.31,7,8,0.2497265
2003,4755.33,7,8.5,0.25494707
2003,4755.35,7,9,0.26680216
2003,4755.38,7,9.5,0.29313785
2003,4755.4,7,10,0.33168584
2003,4755.42,7,10.5,0.36372101
2003,4755.44,7,11,0.3961108
2003,4755.46,7,11.5,0.41901082
2003,4755.48,7,12,0.44676548
2003,4755.5,7,12.5,0.47568157
2003,4755.52,7,13,0.51541567
2003,4755.54,7,13.5,0.55709875
2003,4755.56,7,14,0.60704684
2003,4755.58,7,14.5,0.63340014
2003,4755.6,7,15,0.66071254
2003,4755.63,7,15.5,0.66479182
2003,4755.65,7,16,0.68496442
2003,4755.67,7,16.5,0.67817408
2003,4755.69,7,17,0.66107374
2003,4755.71,7,17.5,0.6059311
2003,4755.73,7,18,0.54392129
2003,4755.75,7,18.5,0.50097024
2003,4755.77,7,19,0.49681473
2003,4755.79,7,19.5,0.49461806
2003,4755.81,7,20,0.49476561
2003,4755.83,7,20.5,0.4938094
2003,4755.85,7,21,0.49954319
2003,4755.88,7,21.5,0.49587733
2003,4755.9,7,22,0.50533581
2003,4755.92,7,22.5,0.53377992
2003,4755.94,7,23,0.54861945
2003,4755.96,7,23.5,0.52440697
2003,4755.98,7,24,0.51244169
2003,4756,8,0.5,0.52143818
2003,4756.02,8,1,0.51665175
2003,4756.04,8,1.5,0.50868762
2003,4756.06,8,2,0.50225651
2003,4756.08,8,2.5,0.50014704
2003,4756.1,8,3,0.49552253
2003,4756.13,8,3.5,0.48635742
2003,4756.15,8,4,0.46774945
2003,4756.17,8,4.5,0.49267352
2003,4756.19,8,5,0.56561393
2003,4756.21,8,5.5,0.57275325
2003,4756.23,8,6,0.5532037
2003,4756.25,8,6.5,0.53535908
2003,4756.27,8,7,0.52778226
2003,4756.29,8,7.5,0.50858068
2003,4756.31,8,8,0.50054014
2003,4756.33,8,8.5,0.50701743
2003,4756.35,8,9,0.51856005
2003,4756.38,8,9.5,0.5584259
2003,4756.4,8,10,0.63333035
2003,4756.42,8,10.5,0.66172689
2003,4756.44,8,11,0.68156517
2003,4756.46,8,11.5,0.72409457
2003,4756.48,8,12,0.75714147
2003,4756.5,8,12.5,0.81537884
2003,4756.52,8,13,0.89831424
2003,4756.54,8,13.5,0.94862753
2003,4756.56,8,14,0.98868859
2003,4756.58,8,14.5,1.0451043
2003,4756.6,8,15,1.1031157
2003,4756.63,8,15.5,1.1128881
2003,4756.65,8,16,1.0949969
2003,4756.67,8,16.5,1.116639
2003,4756.69,8,17,1.0965993
2003,4756.71,8,17.5,1.0091592
2003,4756.73,8,18,0.93406326
2003,4756.75,8,18.5,0.89583057
2003,4756.77,8,19,0.85332906
2003,4756.79,8,19.5,0.84449565
2003,4756.81,8,20,0.81071347
2003,4756.83,8,20.5,0.79203504
2003,4756.85,8,21,0.79258299
2003,4756.88,8,21.5,0.79241192
2003,4756.9,8,22,0.7901426
2003,4756.92,8,22.5,0.7569868
2003,4756.94,8,23,0.72089785
2003,4756.96,8,23.5,0.69224358
2003,4756.98,8,24,0.65740204
2003,4757,9,0.5,0.62724781
2003,4757.02,9,1,0.5961324
2003,4757.04,9,1.5,0.58103454
2003,4757.06,9,2,0.54702133
2003,4757.08,9,2.5,0.52126324
2003,4757.1,9,3,0.53885251
2003,4757.13,9,3.5,0.58465135
2003,4757.15,9,4,0.70198184
2003,4757.17,9,4.5,0.74759829
2003,4757.19,9,5,0.73641515
2003,4757.21,9,5.5,0.73446083
2003,4757.23,9,6,0.72246838
2003,4757.25,9,6.5,0.73446083
2003,4757.27,9,7,0.6772092
2003,4757.29,9,7.5,0.66519946
2003,4757.31,9,8,0.71268821
2003,4757.33,9,8.5,0.66349703
2003,4757.35,9,9,0.68401104
2003,4757.38,9,9.5,0.79146308
2003,4757.4,9,10,0.92123199
2003,4757.42,9,10.5,1.0725319
2003,4757.44,9,11,1.2780885
2003,4757.46,9,11.5,1.2849929
2003,4757.48,9,12,1.4718605
2003,4757.5,9,12.5,1.5391885
2003,4757.52,9,13,1.5679687
2003,4757.54,9,13.5,1.624351
2003,4757.56,9,14,1.7217135
2003,4757.58,9,14.5,1.808148
2003,4757.6,9,15,1.8892123
2003,4757.63,9,15.5,1.9633416
2003,4757.65,9,16,1.9570978
2003,4757.67,9,16.5,1.8809884
2003,4757.69,9,17,1.719749
2003,4757.71,9,17.5,1.5823184
2003,4757.73,9,18,1.3752218
2003,4757.75,9,18.5,1.2703552
2003,4757.77,9,19,1.187308
2003,4757.79,9,19.5,1.1272976
2003,4757.81,9,20,1.0788488
2003,4757.83,9,20.5,1.0471053
2003,4757.85,9,21,1.0113674
2003,4757.88,9,21.5,0.95084262
2003,4757.9,9,22,0.90894175
2003,4757.92,9,22.5,0.87530535
2003,4757.94,9,23,0.85682309
2003,4757.96,9,23.5,0.83593553
2003,4757.98,9,24,0.79594767
2003,4758,10,0.5,0.76535296
2003,4758.02,10,1,0.75865489
2003,4758.04,10,1.5,0.73596042
2003,4758.06,10,2,0.65484583
2003,4758.08,10,2.5,0.5626263
2003,4758.1,10,3,0.52172405
2003,4758.13,10,3.5,0.47125316
2003,4758.15,10,4,0.43302497
2003,4758.17,10,4.5,0.38501027
2003,4758.19,10,5,0.39225632
2003,4758.21,10,5.5,0.49053442
2003,4758.23,10,6,0.54980969
2003,4758.25,10,6.5,0.59230006
2003,4758.27,10,7,0.64802617
2003,4758.29,10,7.5,0.66986167
2003,4758.31,10,8,0.67154735
2003,4758.33,10,8.5,0.64969164
2003,4758.35,10,9,0.63574994
2003,4758.38,10,9.5,0.64689052
2003,4758.4,10,10,0.67625654
2003,4758.42,10,10.5,0.74046355
2003,4758.44,10,11,0.8051095
2003,4758.46,10,11.5,0.88483548
2003,4758.48,10,12,0.91173822
2003,4758.5,10,12.5,0.89521074
2003,4758.52,10,13,0.90933764
2003,4758.54,10,13.5,0.91854268
2003,4758.56,10,14,0.92161345
2003,4758.58,10,14.5,0.95101947
2003,4758.6,10,15,0.97332728
2003,4758.63,10,15.5,0.96118855
2003,4758.65,10,16,0.91046488
2003,4758.67,10,16.5,0.86554289
2003,4758.69,10,17,0.80305845
2003,4758.71,10,17.5,0.85733211
2003,4758.73,10,18,0.68987304
2003,4758.75,10,18.5,0.54379255
2003,4758.77,10,19,0.45309222
2003,4758.79,10,19.5,0.43732479
2003,4758.81,10,20,0.5357523
2003,4758.83,10,20.5,0.59572333
2003,4758.85,10,21,0.59481013
2003,4758.88,10,21.5,0.58216918
2003,4758.9,10,22,0.55198163
2003,4758.92,10,22.5,0.52948171
2003,4758.94,10,23,0.51093584
2003,4758.96,10,23.5,0.50907421
2003,4758.98,10,24,0.52137136
2003,4759,11,0.5,0.50489134
2003,4759.02,11,1,0.49042851
2003,4759.04,11,1.5,0.47330603
2003,4759.06,11,2,0.44669849
2003,4759.08,11,2.5,0.41849419
2003,4759.1,11,3,0.40584841
2003,4759.13,11,3.5,0.38303742
2003,4759.15,11,4,0.34918734
2003,4759.17,11,4.5,0.30762452
2003,4759.19,11,5,0.32538328
2003,4759.21,11,5.5,0.33175448
2003,4759.23,11,6,0.30196935
2003,4759.25,11,6.5,0.26457384
2003,4759.27,11,7,0.26297495
2003,4759.29,11,7.5,0.27516663
2003,4759.31,11,8,0.26978806
2003,4759.33,11,8.5,0.29202977
2003,4759.35,11,9,0.32246566
2003,4759.38,11,9.5,0.36367705
2003,4759.4,11,10,0.39500567
2003,4759.42,11,10.5,0.42826831
2003,4759.44,11,11,0.46142739
2003,4759.46,11,11.5,0.49903744
2003,4759.48,11,12,0.51937646
2003,4759.5,11,12.5,0.54995424
2003,4759.52,11,13,0.58137023
2003,4759.54,11,13.5,0.61184531
2003,4759.56,11,14,0.63202024
2003,4759.58,11,14.5,0.67072082
2003,4759.6,11,15,0.72358638
2003,4759.63,11,15.5,0.73177266
2003,4759.65,11,16,0.72179115
2003,4759.67,11,16.5,0.71641248
2003,4759.69,11,17,0.7108953
2003,4759.71,11,17.5,0.65921062
2003,4759.73,11,18,0.55412889
2003,4759.75,11,18.5,0.46839926
2003,4759.77,11,19,0.39570686
2003,4759.79,11,19.5,0.36916691
2003,4759.81,11,20,0.33935988
2003,4759.83,11,20.5,0.31456104
2003,4759.85,11,21,0.44860688
2003,4759.88,11,21.5,0.49338391
2003,4759.9,11,22,0.47442469
2003,4759.92,11,22.5,0.46084893
2003,4759.94,11,23,0.43954384
2003,4759.96,11,23.5,0.41518918
2003,4759.98,11,24,0.42485738
2003,4760,12,0.5,0.44762024
2003,4760.02,12,1,0.4455716
2003,4760.04,12,1.5,0.440898
2003,4760.06,12,2,0.43390128
2003,4760.08,12,2.5,0.43274826
2003,4760.1,12,3,0.42640346
2003,4760.13,12,3.5,0.42113012
2003,4760.15,12,4,0.40763205
2003,4760.17,12,4.5,0.39112315
2003,4760.19,12,5,0.37722617
2003,4760.21,12,5.5,0.36774331
2003,4760.23,12,6,0.3618187
2003,4760.25,12,6.5,0.34906238
2003,4760.27,12,7,0.33757403
2003,4760.29,12,7.5,0.32455918
2003,4760.31,12,8,0.3165797
2003,4760.33,12,8.5,0.31920874
2003,4760.35,12,9,0.33141875
2003,4760.38,12,9.5,0.35217074
2003,4760.4,12,10,0.37291285
2003,4760.42,12,10.5,0.39535975
2003,4760.44,12,11,0.4096086
2003,4760.46,12,11.5,0.43355006
2003,4760.48,12,12,0.45869818
2003,4760.5,12,12.5,0.48410085
2003,4760.52,12,13,0.51146054
2003,4760.54,12,13.5,0.55061603
2003,4760.56,12,14,0.5777787
2003,4760.58,12,14.5,0.57972658
2003,4760.6,12,15,0.5983308
2003,4760.63,12,15.5,0.62567472
2003,4760.65,12,16,0.59577906
2003,4760.67,12,16.5,0.57883626
2003,4760.69,12,17,0.56285238
2003,4760.71,12,17.5,0.5318898
2003,4760.73,12,18,0.47685546
2003,4760.75,12,18.5,0.41982192
2003,4760.77,12,19,0.37951648
2003,4760.79,12,19.5,0.35059538
2003,4760.81,12,20,0.33856094
2003,4760.83,12,20.5,0.34169361
2003,4760.85,12,21,0.31732091
2003,4760.88,12,21.5,0.29203239
2003,4760.9,12,22,0.27674633
2003,4760.92,12,22.5,0.28223953
2003,4760.94,12,23,0.27428693
2003,4760.96,12,23.5,0.27474338
2003,4760.98,12,24,0.26518443
2003,4761,13,0.5,0.27664796
2003,4761.02,13,1,0.307423
2003,4761.04,13,1.5,0.31110534
2003,4761.06,13,2,0.32563815
2003,4761.08,13,2.5,0.34316385
2003,4761.1,13,3,0.33987695
2003,4761.13,13,3.5,0.34302875
2003,4761.15,13,4,0.33796531
2003,4761.17,13,4.5,0.31834087
2003,4761.19,13,5,0.32241231
2003,4761.21,13,5.5,0.31149924
2003,4761.23,13,6,0.30992833
2003,4761.25,13,6.5,0.28926224
2003,4761.27,13,7,0.29628304
2003,4761.29,13,7.5,0.30081049
2003,4761.31,13,8,0.29560167
2003,4761.33,13,8.5,0.30529553
2003,4761.35,13,9,0.35462511
2003,4761.38,13,9.5,0.37424794
2003,4761.4,13,10,0.40546834
2003,4761.42,13,10.5,0.43544084
2003,4761.44,13,11,0.49098447
2003,4761.46,13,11.5,0.52684414
2003,4761.48,13,12,0.52057064
2003,4761.5,13,12.5,0.57809764
2003,4761.52,13,13,0.68650335
2003,4761.54,13,13.5,0.76838756
2003,4761.56,13,14,0.81634641
2003,4761.58,13,14.5,0.85928625
2003,4761.6,13,15,0.85785335
2003,4761.63,13,15.5,0.80480939
2003,4761.65,13,16,0.78891277
2003,4761.67,13,16.5,0.78102988
2003,4761.69,13,17,0.73605686
2003,4761.71,13,17.5,0.69057828
2003,4761.73,13,18,0.65735465
2003,4761.75,13,18.5,0.61129349
2003,4761.77,13,19,0.58068508
2003,4761.79,13,19.5,0.56047004
2003,4761.81,13,20,0.55185795
2003,4761.83,13,20.5,0.55775589
2003,4761.85,13,21,0.52891439
2003,4761.88,13,21.5,0.51285928
2003,4761.9,13,22,0.50848699
2003,4761.92,13,22.5,0.50322109
2003,4761.94,13,23,0.50368446
2003,4761.96,13,23.5,0.4940792
2003,4761.98,13,24,0.49514049
2003,4762,14,0.5,0.49837187
2003,4762.02,14,1,0.4896574
2003,4762.04,14,1.5,0.47217301
2003,4762.06,14,2,0.45480418
2003,4762.08,14,2.5,0.44402042
2003,4762.1,14,3,0.42543578
2003,4762.13,14,3.5,0.40266976
2003,4762.15,14,4,0.37592685
2003,4762.17,14,4.5,0.35915956
2003,4762.19,14,5,0.35577551
2003,4762.21,14,5.5,0.3730506
2003,4762.23,14,6,0.366469
2003,4762.25,14,6.5,0.35349727
2003,4762.27,14,7,0.3524349
2003,4762.29,14,7.5,0.33866057
2003,4762.31,14,8,0.31897455
2003,4762.33,14,8.5,0.35657454
2003,4762.35,14,9,0.42582753
2003,4762.38,14,9.5,0.43301591
2003,4762.4,14,10,0.42075783
2003,4762.42,14,10.5,0.44538316
2003,4762.44,14,11,0.48336089
2003,4762.46,14,11.5,0.50159919
2003,4762.48,14,12,0.52346832
2003,4762.5,14,12.5,0.57276982
2003,4762.52,14,13,0.58475834
2003,4762.54,14,13.5,0.61912268
2003,4762.56,14,14,0.63775629
2003,4762.58,14,14.5,0.66435742
2003,4762.6,14,15,0.67706478
2003,4762.63,14,15.5,0.68443263
2003,4762.65,14,16,0.67316699
2003,4762.67,14,16.5,0.66329789
2003,4762.69,14,17,0.64722496
2003,4762.71,14,17.5,0.59780914
2003,4762.73,14,18,0.56183654
2003,4762.75,14,18.5,0.53902996
2003,4762.77,14,19,0.50486887
2003,4762.79,14,19.5,0.4938336
2003,4762.81,14,20,0.49618772
2003,4762.83,14,20.5,0.48814809
2003,4762.85,14,21,0.46017087
2003,4762.88,14,21.5,0.38962898
2003,4762.9,14,22,0.33989951
2003,4762.92,14,22.5,0.30959234
2003,4762.94,14,23,0.30706343
2003,4762.96,14,23.5,0.30406457
2003,4762.98,14,24,0.28884166
2003,4763,15,0.5,0.30257013
2003,4763.02,15,1,0.33819428
2003,4763.04,15,1.5,0.33306563
2003,4763.06,15,2,0.32936296
2003,4763.08,15,2.5,0.31451553
2003,4763.1,15,3,0.31589797
2003,4763.13,15,3.5,0.2941817
2003,4763.15,15,4,0.28231984
2003,4763.17,15,4.5,0.27385816
2003,4763.19,15,5,0.25729182
2003,4763.21,15,5.5,0.24473867
2003,4763.23,15,6,0.25239813
2003,4763.25,15,6.5,0.26468283
2003,4763.27,15,7,0.27701393
2003,4763.29,15,7.5,0.27403784
2003,4763.31,15,8,0.27879807
2003,4763.33,15,8.5,0.28771242
2003,4763.35,15,9,0.31561083
2003,4763.38,15,9.5,0.33787411
2003,4763.4,15,10,0.35283735
2003,4763.42,15,10.5,0.37548429
2003,4763.44,15,11,0.40794182
2003,4763.46,15,11.5,0.43046054
2003,4763.48,15,12,0.44229987
2003,4763.5,15,12.5,0.46563277
2003,4763.52,15,13,0.48718747
2003,4763.54,15,13.5,0.51929772
2003,4763.56,15,14,0.55333865
2003,4763.58,15,14.5,0.58772802
2003,4763.6,15,15,0.62804765
2003,4763.63,15,15.5,0.64107984
2003,4763.65,15,16,0.66089267
2003,4763.67,15,16.5,0.66580915
2003,4763.69,15,17,0.66081095
2003,4763.71,15,17.5,0.64205211
2003,4763.73,15,18,0.57408351
2003,4763.75,15,18.5,0.47740626
2003,4763.77,15,19,0.40967196
2003,4763.79,15,19.5,0.44398731
2003,4763.81,15,20,0.38342386
2003,4763.83,15,20.5,0.42028233
2003,4763.85,15,21,0.45589814
2003,4763.88,15,21.5,0.45792583
2003,4763.9,15,22,0.45387602
2003,4763.92,15,22.5,0.43958095
2003,4763.94,15,23,0.4564428
2003,4763.96,15,23.5,0.46870607
2003,4763.98,15,24,0.45006126
2003,4764,16,0.5,0.42707801
2003,4764.02,16,1,0.41606459
2003,4764.04,16,1.5,0.40270165
2003,4764.06,16,2,0.39143285
2003,4764.08,16,2.5,0.38294598
2003,4764.1,16,3,0.37105721
2003,4764.13,16,3.5,0.36039102
2003,4764.15,16,4,0.35486162
2003,4764.17,16,4.5,0.35978615
2003,4764.19,16,5,0.36212945
2003,4764.21,16,5.5,0.37152243
2003,4764.23,16,6,0.37971056
2003,4764.25,16,6.5,0.38200358
2003,4764.27,16,7,0.37589297
2003,4764.29,16,7.5,0.37348285
2003,4764.31,16,8,0.36972082
2003,4764.33,16,8.5,0.3667087
2003,4764.35,16,9,0.37386486
2003,4764.38,16,9.5,0.40839472
